source,mode,cluster_size,iteration,cluster_id,avg_abs_llr,snr_db
rl,dqn | LDPC-DiscreteMI-v0,24,6,11,4.131556847008414,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,6,12,4.245747748910834,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,6,13,4.356156831229744,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,6,14,4.067935694999637,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,6,15,3.960564274198243,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,6,16,4.1759930577943045,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,6,17,4.152397626307091,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,6,18,4.0767364255865015,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,6,19,5.4815589123167205,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,6,20,3.964498080599192,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,6,21,4.567250959590349,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,6,22,4.541417706382151,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,6,23,4.403896357017251,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,0,4.236154278426641,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,1,4.160788616469076,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,2,4.2070236144848145,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,3,4.381218918668084,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,4,4.098740912711058,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,5,4.246380744124944,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,6,4.084438124478158,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,7,4.55542403655611,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,8,4.305636985972067,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,9,4.180479461822852,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,10,4.36685700412016,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,11,4.131556847008414,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,12,4.245747748910834,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,13,4.356156831229744,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,14,4.067935694999637,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,15,3.960564274198243,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,16,4.1759930577943045,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,17,4.152397626307091,0.0
