source,mode,cluster_size,iteration,cluster_id,max_residual,snr_db
baseline,residual,48,45,3,0.0,0.0
baseline,residual,48,45,4,0.0,0.0
baseline,residual,48,45,5,0.0,0.0
baseline,residual,48,45,6,0.0,0.0
baseline,residual,48,45,7,0.0,0.0
baseline,residual,48,45,8,0.0,0.0
baseline,residual,48,45,9,0.0,0.0
baseline,residual,48,45,10,0.0,0.0
baseline,residual,48,45,11,0.0,0.0
baseline,residual,48,46,0,0.0,0.0
baseline,residual,48,46,1,0.0,0.0
baseline,residual,48,46,2,0.0,0.0
baseline,residual,48,46,3,0.0,0.0
baseline,residual,48,46,4,0.0,0.0
baseline,residual,48,46,5,0.0,0.0
baseline,residual,48,46,6,0.0,0.0
baseline,residual,48,46,7,0.0,0.0
baseline,residual,48,46,8,0.0,0.0
baseline,residual,48,46,9,0.0,0.0
baseline,residual,48,46,10,0.0,0.0
baseline,residual,48,46,11,0.0,0.0
baseline,residual,48,47,0,0.0,0.0
baseline,residual,48,47,1,0.0,0.0
baseline,residual,48,47,2,0.0,0.0
baseline,residual,48,47,3,0.0,0.0
baseline,residual,48,47,4,0.0,0.0
baseline,residual,48,47,5,0.0,0.0
baseline,residual,48,47,6,0.0,0.0
baseline,residual,48,47,7,0.0,0.0
baseline,residual,48,47,8,0.0,0.0
baseline,residual,48,47,9,0.0,0.0
baseline,residual,48,47,10,0.0,0.0
baseline,residual,48,47,11,0.0,0.0
baseline,residual,48,48,0,0.0,0.0
baseline,residual,48,48,1,0.0,0.0
baseline,residual,48,48,2,0.0,0.0
baseline,residual,48,48,3,0.0,0.0
baseline,residual,48,48,4,0.0,0.0
baseline,residual,48,48,5,0.0,0.0
baseline,residual,48,48,6,0.0,0.0
baseline,residual,48,48,7,0.0,0.0
baseline,residual,48,48,8,0.0,0.0
baseline,residual,48,48,9,0.0,0.0
baseline,residual,48,48,10,0.0,0.0
baseline,residual,48,48,11,0.0,0.0
baseline,residual,48,49,0,0.0,0.0
baseline,residual,48,49,1,0.0,0.0
baseline,residual,48,49,2,0.0,0.0
baseline,residual,48,49,3,0.0,0.0
baseline,residual,48,49,4,0.0,0.0
baseline,residual,48,49,5,0.0,0.0
baseline,residual,48,49,6,0.0,0.0
baseline,residual,48,49,7,0.0,0.0
baseline,residual,48,49,8,0.0,0.0
baseline,residual,48,49,9,0.0,0.0
baseline,residual,48,49,10,0.0,0.0
baseline,residual,48,49,11,0.0,0.0
baseline,residual,48,50,0,0.0,0.0
baseline,residual,48,50,1,0.0,0.0
baseline,residual,48,50,2,0.0,0.0
baseline,residual,48,50,3,0.0,0.0
baseline,residual,48,50,4,0.0,0.0
baseline,residual,48,50,5,0.0,0.0
baseline,residual,48,50,6,0.0,0.0
baseline,residual,48,50,7,0.0,0.0
baseline,residual,48,50,8,0.0,0.0
baseline,residual,48,50,9,0.0,0.0
baseline,residual,48,50,10,0.0,0.0
baseline,residual,48,50,11,0.0,0.0
baseline,residual,48,51,0,0.0,0.0
baseline,residual,48,51,1,0.0,0.0
baseline,residual,48,51,2,0.0,0.0
baseline,residual,48,51,3,0.0,0.0
baseline,residual,48,51,4,0.0,0.0
baseline,residual,48,51,5,0.0,0.0
baseline,residual,48,51,6,0.0,0.0
baseline,residual,48,51,7,0.0,0.0
baseline,residual,48,51,8,0.0,0.0
baseline,residual,48,51,9,0.0,0.0
baseline,residual,48,51,10,0.0,0.0
baseline,residual,48,51,11,0.0,0.0
baseline,residual,48,52,0,0.0,0.0
baseline,residual,48,52,1,0.0,0.0
baseline,residual,48,52,2,0.0,0.0
baseline,residual,48,52,3,0.0,0.0
baseline,residual,48,52,4,0.0,0.0
baseline,residual,48,52,5,0.0,0.0
baseline,residual,48,52,6,0.0,0.0
baseline,residual,48,52,7,0.0,0.0
baseline,residual,48,52,8,0.0,0.0
baseline,residual,48,52,9,0.0,0.0
baseline,residual,48,52,10,0.0,0.0
baseline,residual,48,52,11,0.0,0.0
baseline,residual,48,53,0,0.0,0.0
baseline,residual,48,53,1,0.0,0.0
baseline,residual,48,53,2,0.0,0.0
baseline,residual,48,53,3,0.0,0.0
baseline,residual,48,53,4,0.0,0.0
