source,mode,cluster_size,iteration,cluster_id,avg_abs_llr,snr_db
rl,dqn | LDPC-DiscreteResidual-v0,48,26,4,5.840081353044848,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,5,6.711917261339843,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,6,5.493035786238488,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,7,4.97459861011644,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,8,5.802023875534653,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,9,5.495206652511173,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,10,5.828020712099605,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,11,7.185916040419245,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,27,0,5.3748204855194865,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,27,1,5.18553329494415,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,27,2,5.685824769049844,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,27,3,5.23776532533059,0.0
