source,mode,cluster_size,iteration,cluster_id,avg_abs_llr,snr_db
baseline,residual,48,30,4,22.820247717874174,0.0
baseline,residual,48,30,5,21.832742332750875,0.0
baseline,residual,48,30,6,20.253388721185967,0.0
baseline,residual,48,30,7,19.123933764805784,0.0
baseline,residual,48,30,8,23.04924820045272,0.0
baseline,residual,48,30,9,23.079661435894142,0.0
baseline,residual,48,30,10,30.500451893913226,0.0
baseline,residual,48,30,11,26.8800217361819,0.0
baseline,residual,48,31,0,19.172550752759488,0.0
baseline,residual,48,31,1,22.090584535766236,0.0
baseline,residual,48,31,2,23.852866553163167,0.0
baseline,residual,48,31,3,22.82018752986705,0.0
baseline,residual,48,31,4,22.820247717874174,0.0
baseline,residual,48,31,5,21.832742332750875,0.0
baseline,residual,48,31,6,20.253388721185967,0.0
baseline,residual,48,31,7,19.123933764805784,0.0
baseline,residual,48,31,8,23.04924820045272,0.0
baseline,residual,48,31,9,23.079661435894142,0.0
baseline,residual,48,31,10,30.500451893913226,0.0
baseline,residual,48,31,11,26.8800217361819,0.0
baseline,residual,48,32,0,19.328697753464617,0.0
baseline,residual,48,32,1,22.21100785713483,0.0
baseline,residual,48,32,2,24.016232535041485,0.0
baseline,residual,48,32,3,23.28270195889367,0.0
baseline,residual,48,32,4,23.04413867045079,0.0
baseline,residual,48,32,5,21.91914189680557,0.0
baseline,residual,48,32,6,20.438301021520083,0.0
baseline,residual,48,32,7,19.3088460651399,0.0
baseline,residual,48,32,8,23.135647764507418,0.0
baseline,residual,48,32,9,23.439723678227598,0.0
baseline,residual,48,32,10,30.81883930393593,0.0
baseline,residual,48,32,11,27.095667788877932,0.0
baseline,residual,48,33,0,19.412155125493655,0.0
baseline,residual,48,33,1,22.332989845682647,0.0
baseline,residual,48,33,2,24.21548644004014,0.0
baseline,residual,48,33,3,23.51042070746356,0.0
baseline,residual,48,33,4,24.29989577565776,0.0
baseline,residual,48,33,5,22.069365166457843,0.0
baseline,residual,48,33,6,20.58852429117236,0.0
baseline,residual,48,33,7,19.459069334792176,0.0
baseline,residual,48,33,8,23.28587103415969,0.0
baseline,residual,48,33,9,23.610498462194535,0.0
baseline,residual,48,33,10,32.72816435463972,0.0
baseline,residual,48,33,11,27.468486205981915,0.0
baseline,residual,48,34,0,19.41213813581709,0.0
baseline,residual,48,34,1,22.332975232346755,0.0
baseline,residual,48,34,2,24.215533869979183,0.0
baseline,residual,48,34,3,23.511059602043296,0.0
baseline,residual,48,34,4,24.29990449825115,0.0
baseline,residual,48,34,5,22.069393087982277,0.0
baseline,residual,48,34,6,20.588580130274522,0.0
baseline,residual,48,34,7,19.459125173894336,0.0
baseline,residual,48,34,8,23.28589895568412,0.0
baseline,residual,48,34,9,23.611355070975716,0.0
baseline,residual,48,34,10,32.72822498893643,0.0
baseline,residual,48,34,11,27.468607315521975,0.0
baseline,residual,48,35,0,22.430792462908737,0.0
baseline,residual,48,35,1,24.078865286039065,0.0
baseline,residual,48,35,2,25.317920465319798,0.0
baseline,residual,48,35,3,24.815272086119833,0.0
baseline,residual,48,35,4,25.815654488143664,0.0
baseline,residual,48,35,5,23.23498999640453,0.0
baseline,residual,48,35,6,21.784296276932434,0.0
baseline,residual,48,35,7,21.26942077086096,0.0
baseline,residual,48,35,8,25.664296958537822,0.0
baseline,residual,48,35,9,24.788820124905303,0.0
baseline,residual,48,35,10,33.468739500590964,0.0
